Factorisations Of Cunningham Numbers C-(5,n) = 5^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
            70194250662203210437116612769.11566136229005308986654971792863317115138766959390489944515828805834193517341.
            83860023803592831778413203310797051672264892775678957210527952911327386300030209549
 523     0  
 524    18  2^4.3.13.263.1049.2621.17293.23928199.34720241.48821081.16815642611861.8573118546001560555564908129.2508056\
            66433416532678429525124977090318975999001796354124089.23278959735865959837783914314445613074672559346722265\
            555860894056527591481597100222820867.6835585785392869036162715331957798556292834535664619280105824197657575\
            862667591681015470369431575488848332527524348650007759179678568461357
 525    39  2^2.11.31.71.101.151.181.211.251.379.401.631.1051.1741.3301.4201.12601.19531.28001.50051.200201.519499.1736\
            701.1989151.8894201.9384251.22661801.49892851.85280581.183794551.1657309151.37815352051.119461537021.212267\
            83250214361.38105263380318401.16711449148651875290388101.20709869196085936710987841604015694180413754832440\
            435389773359996083322451.687846952162076071385100929847225835952464646018084163822517360570145909357679451
 526    10  2^3.3.119929.1523516701711.4732879447956367560040127.72214204545848874937749773069.274339032802766960085442\
            70758674985803335625513467171826139073557277051435730333245778039123585951380639780548433177683458023.11071\
            43537725947554658689059451849829090471252205614087123978608799086801542722844666199767976329692508527664624\
            067804441860133113756105745980602226962031213112972265487621
 527     0  
 528    39  2^6.3^2.7.13.17.23.31.67.89.199.313.601.1453.5281.11489.13729.390001.595123.929281.12207031.190771747.33166\
            0297.152587500001.386478495679.1030330938209.112835047682166217.518378519354634577.71225159567951317923809.
            91029014606406186465761.6509387183417404924784917.9080418348371887359375390001.2213895710934906295050485076\
            049.13199418800349353397166435126188619938031531902761650943853405597771206184725761965971620006513
 529     0  
 530    20  2^3.3.11.71.107.521.1061.5960555749.17154094481.28838378869.488094322309591.1335618937071191.27145365052629\
            449.599659003321309822423087.43347650492220877561107611.2663028332522257422423831182711147675076701.2436390\
            10783143748440140172149565434203189171.29161052578149094042144314071591423119741055282581013004268125363041\
            947115550050994779248468470887432798762873264848903982789253891086395322246881
 531     0  
 532    31  2^4.3.13.29.191.449.761.1597.2129.6271.9311.19531.19609.65171.170773.213029.281429.354047.3981071.234750601.
            3257947519.4885168129.152317058321.126286794969133.2864226125209369.290900071077670752397837945920013665428\
            71.4905684062582720880172275280025711696216945281088701822552533098887.286729389765313125721925609608357082\
            524297322817234204933292092804164870508572541729524098355670110769591837945046868835094054837
 533     0  
 534    28  2^3.3^2.7.31.179.1069.448027.1133149.1652731.9807089.14597959.59483329.834019001.8157179360521.184845748805\
            11.369718501929859.39387996609449861.56522267529181963.32539908261456858140701.56086502499313161545149.2316\
            69654363683130095909.12094715786677995586454978647.92358800604937937130124908509003639071.66630526323652892\
            2424959643161677073370809.25554497240416675085996838334731502917554555803913686729349216443
 535    13  2^2.11.71.6421.5486016363791.35411885288978941.172163150940018661.717433171088016374418821.6186913367134277\
            78212600657181.277267461900868216455231985933091.3118527926056804442012737616781733175442759070827355608504\
            6744199505935036838206891411.345293372573083590817208809802252987457318201485434457201627333102453906614978\
            05379389193365791189338932339831819443273533662167293104258450594815341
 536    17  2^5.3.13.269.313.1609.20369.26399.2454335007529.604088623657497125653141.1129377263005733785424430000906189\
            2827351888021.8670367881621696201246383264395739338019619427601080980701370016748806481465099715917129.3368\
            11435885959208445641343491054920374120171960655193293219265977895983737053022116625411196471903803935082537\
            71113342078436606690357719421008432512113722632406302690565490875000390001
 537     0  
 538    12  2^3.3.3229.8609.4016171.93386204629.15538110699419449.32785719659723694619.14065211648838307662853906951386\
            77643213644464120092575139008553944045823522163128174903217879263307020440149313962923860815105463691667756\
            707417255437008189.6198779857149253853540716997084764940171398403144336472852522291376293045902252540846174\
            7036235913612179097660870596482579273707316245828905106436905278680161
 539     0  
 540    55  2^4.3^4.7.11.13.19.31.37.41.61.71.109.163.181.271.487.521.541.601.829.1171.1741.2281.4159.5167.7621.9161.11\
            071.31051.164701.169831.618841.2068201.6597973.16018507.20478961.69566521.297315901.6794091374761.255357548\
            11081.31472682400981.182517282870121.60081451169922001.223823944168266601.1312315694449748688331.2694124437\
            3060650224561.14551915228363037109375001.16083519052368819871675081022117017825998721.217835031845162971366\
            4416578164597856017075041
 541     0  
 542    13  2^3.3.1627.13009.412463.37013723.64993931.12987902099.2476120019041.548995772145300508226712808003687051479\
            29730883264723591048887041078640310332137707668147213960043169169367585100852749108717303807639776240752766\
            3492366283.780547563512701854453476336778024687169735220009813052557506230968719410571683000460160742288210\
            762748139728300673734883074024956108922257384617810962056157368843622445299
 543     0  
 544    33  2^7.3.13.17^2.137.313.409.1973.2593.3061.11489.20129.45289.623017.999329.29423041.41540861.466344409.124470\
            02677.938894988049.1361753880209.1365734376353.4959636586609.4997630607019625728363182868051197148653324939\
            120570784929618962772760345131203329.1729824449800600177673326062247071711975190772205935156025972507440426\
            3356882341457.12652918664617947426477879732458003878159582375911335747641722847513047110593155679073
 545    17  2^2.11.71.1091.232171.1007161.1528399.21519871.1102582961.222583733401.2392268400751445411411.1972799994999\
            78473755531.2602111035179418475927861.2293559892404294400692399012979688850301546383400890423075969.2469292\
            477741178918799062295111201585316081322646779191177716633007473421.1940560566252069264858060588497654848017\
            1641192781900431654683486400793747181229171635243506054788040155422199264670930152088501
 546    34  2^3.3^2.7^2.29.31.43.79.127.379.449.547.3121.5227.7603.9829.19531.38923.519499.305175781.842474804263.22735\
            632934561.608459012088799.15887476811320661.50907393322559047.9680647790568589086355559.1749973366315297653\
            3452519.15994146485373751289418997754783021.376909369155066379919582224252183771.14752302766686584712004868\
            6313640646589477413814689116134384333811.163354471571453401776598901856644800772438984659959748995711119647
 547     0  
 548    21  2^4.3.13.823.2741.20551.22469.603349.48102071.121719631478506669.7642530702770043710321.7851027307722624763\
            151.6891114051994032697301089.16945508997411292389468001.61562630761411218787053569.40113667121346987627232\
            79325243498287.251755028858658462627642052961230751431.1085085059884206033028266894754821853303409972577217\
            22911157247084463296349972520841040525423914104014514549190067967991024668951175106370209
 549     0  
 550    34  2^3.3.11^2.23.67.71.101.251.401.521.1901.5281.103511.233201.511831.9384251.12207031.65628751.190295821.5015\
            0933101.1234133939501.354655233566701.23785874550224051.29881163609373451.43877290026688801.440539900453435\
            16701.263235486450437228201.10910444855403996246103496881.33091345029362307277616279711411801.7424409739560\
            2258857646710053170733601.427012069021254950801632818101245429229323626985199884902065382200152747893844608\
            11501
 551     0  
 552    36  2^5.3^2.7.13.31.47.139.277.313.601.1657.6211.8971.390001.3368857.66163549.70942489.253592389.22600337281.33\
            2207361361.598761682261.8868050880709.42272797713043.66988220431117.150220315444217.403316413944121.1129448\
            349501082362870332521.32786998209813096333308538793.5465713352000770660547109750601.21475208849146221059199\
            5581828628861192144614553.571358029740045552619467844831897446445084641041205540335007061907390680170034736\
            5993
 553     0  
 554    12  2^3.3.1109.9650681.37095841.1490305991985489901.126388159761055343234292253502483.1407556313547666901389501\
            9180975816431.340461968680545087257768257630324104302756965185588026975403577488392753828374738972450615189\
            5432018122564778647374603403890510597403.197169715230108339452596228440598385070887754086916901734133933685\
            66146302056171076631074563531750795430721470242666520512602995151274078653562370611
 555    25  2^2.11.31.71.149.181.1741.2591.3109.12211.156511.834721.19852351.30810641.154402111.13971969971.87374812567\
            39.21829321837586441.715560993113581787837326861.9202869825377571330816454640823938251.28777599166877704189\
            454473512597567684018827891.54928520946880307112306785731407655242899973469.9277567582286976504921791678878\
            77072898868641392391.59701317557684243959419443263797518624541000854772128606624449861336273346883489241
 556    15  2^4.3.13.557.21521602057721.172694671812043.417786018853823.2459716746919477501.678944154602476974146260111\
            1.13476012762896826693076454784079583396699156093189.245505915466537766679418452689084415654157433191932090\
            01.14217808560883935694348714745122742628389392573497093846668713512231973704115668901818819496899128267341\
            527525859631886877015780761896727104627241166150753931528110248588493803562075537618493
 557     0  
 558    29  2^3.3^3.7.19.31^2.829.1303.1861.5167.59707.148429.878851.21207101.258065887.28086211607.75005167927.2471145\
            92858611.625552508473588471.53345671490722200466369.6293523585961325272635001.17297481246323931002475041092\
            9.601177658416693050177473038760106861025677463.2911649829058989499392272051259037690721796899560261.261947\
            5147786243221682441564765834085031894176855868169779152514905083781606453302669371739151283560390355875491
 559     0  
 560    44  2^6.3.11.13.17.29.41.71.113.211.241.281.313.337.449.521.631.3361.4201.9161.11489.19531.25601.15216601.85280\
            581.234750601.632133361.1046757601.2520917617.4698932281.59509429687890001.554715662634844481.9094568478143\
            34401.37007700327977836913.514845603025661988644048801.13148832195720299503896018648521.2113111639722448196\
            19417326617601756161.24554874798220986864643786538129965751201.38630865454910543553796088777523645915284730\
            5377131752519829563201
 561     0  
 562     9  2^3.3.563.631100202961413821.1756844213936466378726696505807.4336889137177634879514312129287229217495826017\
            82874171871380674736970469178315266034963931929656247213356594375869935879245775363784625875864587126562249\
            0896622981.101956027848535575605621348178496229789109296545259531324995568835139817231160042189849558250323\
            05432898964333146255670715061564908151853501866060734987406159465751290832144211261
 563     0  
 564    29  2^4.3^2.7.13.31.283.601.1129.2069.5077.12409.15888756269.24048335089.37516308093487.329573417220613.3514161\
            25984969.254754032198578321.3602372010909260861.5846086878571351849.4056894906182746738319224618717.1776356\
            83940025046467781066894531.83401839008933340130657770875911981.935213864500231208652603316429973471246089.1\
            99748978556217905863773912674922888018124776453.16286160623917663079467944573580125726889931566772922392814\
            390121
 565    17  2^2.11.71.2939.6329.129499.308491.17317559621.304247586761.2084303944451.620216264269531.823712317689081069\
            6379.81119810875491958307893501.578904334643163991518185302373441.84088150784990255096785898701385180466174\
            9125791227561659559396543256608070915085966256981299296271105084414389681.161003642595740437408179389013449\
            40860782579975564116514807681578646164853764295174838097606035927325441063403158041396454510442081
 566    16  2^3.3.1699.28867.451669.113334709.416742821994932569.33926661157694104397239.1503555624642039390353881.1079\
            4921762136794464572609.8717585253517894966154284413195420314854559.3017928434724649255157590320569004047705\
            7659950513333027154449865801.9980439963766419155720604259927268667421338156316977178671036630602515901.1140\
            3282630625540105724132767011020938228463317177988534505391699668129652357030647875794412727789407
 567     0  
 568    23  2^5.3.13.313.569.853.4261.72497533.8367932201.200771218157.554474665573.1095832589179957.574733849982029617\
            0481.288231038713838413442281.1092822132265806461035989014934429610237.658732513514005296788816046436225049\
            78360233.18607929421228039083223253529869111644362732899.79054223989942445013826694675156397992474744610986\
            129.986899021920506421641853945368855784039236472058352275128044434665223658509967954426861701015855193
 569     0  
 570    38  2^3.3^2.7.11.31.61.71.181.191.229.521.571.761.1741.2851.4561.6271.7621.19609.30211.213029.3981071.4113691.2\
            60930841421.1245576402371959291.11600321878916922053491.75649382555448580095589.179763436784239734042181.30\
            9828362361188845069741.390722946406448237780581.11735415506748076408140121.92757923249442703145312616943985\
            191.9979141069997419042168820999353619521.9663551892386573805111806345944581671821.133132985925247870826107\
            995408906787732115039491
 571     0  
 572    29  2^4.3.13^2.23.53.67.89.5227.5281.38923.2010581.12207031.305175781.1030330938209.2253938672701.2461583644663\
            1.83181652304609.567618483045329.53130566763791958299.3028704600213534236926361.115878974164753927617074729.
            110809516598326058545635442124799433394333.460183952753824357170225842292658707895690816315909.257862489551\
            08856095496727464834574220267319237679109854509573.20600091451989527989009554463048474939746755363007317343\
            5284124689
 573     0  
 574    21  2^3.3.29.83.449.1723.19531.43543.221401.10690751.49669943.203375089.2238236249.59428670579923.9472026608675\
            509.5079304643216687969.1038891585945814650631.200456612648502497143478864083019776355872078643714969425922\
            111151726966764329055421646037788009839817261530990040185377073764266169.1335370486500791458005205044291253\
            68852059144421079573976262148651481647289815587555583514185707106890690545742073152600407119202256700683711\
            623
 575    30  2^2.11.71.101.251.401.461.691.1151.8971.173651.689081.1069501.2855911.9384251.29028071.40231601.201781301.8\
            24480311.17223586571.26135496851.332207361361.100062970166640331.59383718252771389151.317662074700904232112\
            56551886690151.8681684850386430151422007197514419601.172521744039414337028383788920977544096441501294367780\
            1.3190505517374665681595009461154083852963479431101993034851.8612118532214782131893920077752463628412430042\
            041135700671331901
 576    45  2^8.3^3.7.13.17.19.31.37.73.97.193.313.577.601.641.829.1297.2593.5167.11489.390001.543097.597889.6597973.29\
            423041.75068993.1503418321.152587500001.241931001601.5207826497153857.240031591394168814433.539344757336151\
            926206665601.2739177855667309845605995807633.38401599520882274416151769918729734539171500659227280833.12621\
            774483536188886587657044524576122057624161243438720703125000001.1202527846241575409824742168726636290604808\
            5705689291620169672582395649
 577     0  
 578    18  2^3.3.409.3061.17341.1644989.8528969.41540861.81053519.466344409.27605542907603789.7225344822016874223743.9\
            027110169772242694759.12156847076444678217726556516258597180670422099432269314205601.1069306270328056856993\
            2417392486626220178668772845830558089170255922593409573680162209144318227.376227148450083768794287808130550\
            87463805851753114046875066243488323742538151984814426139261643095244959654432633583780200141617092479941969
 579     0  
 580    29  2^4.3.11.13.41.59.71.521.9161.13921.35671.1461311.5096867.11483163641.98047293061.3532907090761.60908173237\
            63.17149742984461.22125996444329.16972510486384731643441.2158365113981511371558358567665231.488654500355218\
            081336311051543759628081.1334402673828313149547634216455312875601.38891736932123014886186212185640932947580\
            1.18391238303600748207500870642686179481538321537172841.773081394522929614537615663656657731846106595082037\
            41668887269986961
 581     0  
 582    23  2^3.3^2.7.31.389.8731.29683.261707.264811.547663.15247819.65482996292971.425798685220729.20721014227435723.
            90130760102421063383.27430239803369083066006288929529.102243594151983391750660845889189.1531598056603015680\
            24613754993807288151489686913246436306439.89518836675695542884136283748736726258289612780506382162271982403\
            430634278399444818023.3461103383499576579077548525042427689692521875793256133829895517142012842067489904954\
            3013420771
 583     0  
 584    22  2^5.3.13.293.313.1753.4853479.5729041.27133517.38907833.84128413.63554310563.777612767772190289.35706778668\
            97550288203.772557938155429260697128053.9519524151770349914726200576714027279.83444903937506307499012871042\
            158205119704061635459618689.2943391108983889330306664386740877326743773651284154314294705545331240383125935\
            01057315814478126889275086440693373318879471925803024922910894906124855331275886190240287379689208422428644\
            91249
 585    31  2^2.11.19.31.71.79.131.181.829.1171.1741.14821.169831.5648761.223963741.297315901.305175781.933692761.94507\
            8093181.1016644491721.2497240172701.7845827291641.608459012088799.1034150930241911.20986207825565581.131397\
            00116898999203751361.86047082949427536089202802741.937938782117311845318745554345005320717861.6784416963121\
            255351773960594526868306576592836603283071561079806438941.2809621113920868002233819247375020001267712398260\
            281335680037054862049968661
 586    12  2^3.3.587.1759.520369.645187.224108738217451.88957588316686547560127731.86085941260484007160111338231150740\
            69670043031268309458421361318128334537298614319690391168496229137244215204764826909138552690059621861527086\
            6093785234931.276526215954163888163094507574638933593147862654462201429748704482871866510346827279070186348\
            0787591386184625104081324951513331405294504778655243334445281211100285422361968298113365768118900330409
 587     0  
 588    39  2^4.3^2.7^3.13.29.31.43.127.197.379.449.601.2521.7603.19531.519499.24556351.49105547.234750601.1866013003.5\
            071357999.9887502829.2035895040229.2481357870461.24587411156281.164204573839769.74535675530760254357.214419\
            70593484574539001.203906616815994386234329833781.227376585863531112677002031251.746966736310231309784898470\
            362787834256167309467.26753443613214655421212169339114233130011764853739132929.9990357686925619072709723233\
            1401591366261430459324620368165169
 589     0  
 590    24  2^3.3.11.71.521.827.1181.3541.842521.5242462229.3237765225301.140145823858841.1448181445390051.205964717947\
            2887.21180247636732981.485704102682442915241.9625600889207570043521.2047572230657338751575051.6264826343527\
            027047964986594326671.518296235855705338941070620384184046952751.602569870130356340041301189137914099612705\
            691.3081055094594695828089321576728850141381413026156720201155204422454744368267112806963909465956161053907\
            51387136404940601
 591     0  
 592    28  2^6.3.13.17.149.313.593.3257.9103.9769.11489.40849.177601.3542233.29010221.13971969971.8737481256739.100440\
            59578457.45920153384867.814954734175776096337.510241095096183757930733363918820917976121.386351092900612873\
            139777599710627862374177787331266972225815987845011959800953.2342753254483102732407208473823795102911791640\
            33146594531057224672429848983043958263899775073936063797877811137103823245196569655005460478105193857303271\
            03343044978295000161
 593     0  
 594    38  2^3.3^4.7.19.23.31.67.109.163.199.271.487.829.4159.5167.5281.31051.143551.595123.1049599.1731511.5448169.12\
            207031.16018507.190771747.386478495679.22542470482159.153560376376050799.1730583185128108939.10136782996767\
            6409195407966079.874300184250616439267985523227691404297001.35439249871138106051459300028827472981172278642\
            43768950135267181263023179.11977065705844316028153751831686227504877819662317637278007345256863580992713258\
            0847984553891610070160017755144682654929
 595    25  2^2.11.71.211.239.409.631.1429.1531.4201.4999.19531.23801.85280581.466344409.25970709103346701.345631553502\
            21618511.7497182681291140146079.8198241112969626815581.9538501024577801535193513460771.78886847769398010064\
            3230089490226571.3597764176982506745587150886060717612102325001.1179386450111757586364571603358484117486641\
            1176081158291242925014317103454404321191.126764939266009678686033323719468153906306290591874010870933917918\
            527047748918106716766321
 596    17  2^4.3.13.85229.244957.4394309.12703371381749.18988882573081.1084802496290323.864203844381482464122519761.52\
            36191793577226020199483374350559063.52509417634810887468425272956814828347615306977561.35032461608120426773\
            093239582247903282006548546912894293926707097244777067146515037165954709053039550781.3092156591084734218502\
            57135381750596752032594371193030632855570775794490723811439924506279453668132877400892213241277235128318122\
            0537622773
 597     0  
 598    21  2^3.3.47.599.5227.8971.38923.71761.1076401.305175781.332207361361.42272797713043.1034424565011113115503.152\
            18649781150668794223283.2460602344017504325543906769.7752619982267966542535041531665354400879.4483622187767\
            180916663396803931609479674368941155912707479.1678047419028334623649291231020241554165865621526275019872244\
            2398037888879.104507151041360708915177644551123504427120616981976515110117935008829856507036208190394497312\
            5608964118095980501
 599     0  
 600    56  2^5.3^2.7.11.13.31.41.61.71.101.151.181.241.251.313.401.521.601.1201.1741.1901.2281.3301.4001.7621.9161.144\
            01.118801.132001.239201.390001.776401.1989151.9384251.20775901.24665701.49892851.69566521.149439601.1837945\
            51.424256201.632133361.50150933101.89620825374601.7477331283039457201.299541552154912341601.233203171728513\
            18360001.19175675206152077061206122104001.1943721725056298631352604586154656001.201729070811027930976007420\
            652223887947601.391991793559329347123395574670868608744081863837205601
 601     0  
 602    23  2^3.3.29.449.1549.9547.14449.19531.42743.66221.176989.1644512641.7866608083.1628744948329.3595452428681.260\
            41733579107.172827552198815888791.453098474981964966729037498128705243871.713983562233510543544798298666630\
            25664388644310993593530081301.81584866596087610173781731852394733050825934160371467689420649933398466400643\
            4088162821.102469532898628206999249982523313453390499748397710462843711238131417495086634347448579068388155\
            3166943169107370165052251
 603     0  
 604    19  2^4.3.13.7853.1175989.2237519.8286881.43367201.389439261961.4033512514609.12799319666401.284380959232333425\
            1225153490677489.23480835068319558820315540345862729.677865814845240957392304024923821548572964677269102015\
            272785066256481.1346350114076627740439648525400870859446925821002870129660381936156650470599755601672561817\
            2841821.265285870927295355829819024129526123869756023974736742535645600550921174986308508140467953189076957\
            3476044917390255133
 605    17  2^2.11^3.71.12101.103511.486179.511831.12207031.65628751.190295821.1875826792538896928170302207451791653237\
            21206561986278625943751.13094322377956920597215509541997540493466263550896158313340716530769.28770969983856\
            54633626201873612612721176193380583948325517816132640015584459426652741215341.59328309706372515712564023930\
            49017115555076967881502316036219843522167785888533310411784809628989900809741984619161414560295497721992470\
            319271087744125001
 606    20  2^3.3^2.7.31.607.24847.126463111.1740662887.5937018283241.61597393790041.3434487311396589821473854121.48359\
            3153887747265029536907421.1148540966490621244258779533654923677123377383.8974497971905086117323218304272887\
            14681382628177991026939.39887372832831886959898996681003213829746870017190150937561596249.65738408768417650\
            45097738044023218580610053625908525039752324422200521.44218617176155577827323999570958674648409810232739610\
            8135444422984734682149
 607     0  
 608    35  2^7.3.13.17.191.313.457.761.2593.6271.11489.14897.19609.40129.52289.213029.3981071.4189729.29423041.4885168\
            129.2864226125209369.11524380579073027969.21363981507860375753.912480527030336132161.2165447220254073212690\
            5077281.101284922414513827611672455293249.615506112662870422746709179075698731217.2183537135273821797711667\
            05049588259776583489.48095936740575557808184648058060291231118209738313122580846936145190573079235447737903\
            38982981289704543145180809253527087843649
 609     0  
 610    28  2^3.3.11.71.367.521.1831.2441.8419.9029.1884901.15056021.22351621.918585913061.15571335384347.1786560207910\
            631.2835547919074635255541.14008364639128540436401.33568317875306837620981.107157282220986614613635281.1173\
            69445599178322177831741.140194179307171898833699259.668544860298171106062168575595041.282652835579996912219\
            434560073594541.295872964617420065707345060653440400179552194131601.907108630550049150277513478107544348139\
            630852447868173192872357776247941286941
 611     0  
 612    50  2^4.3^3.7.13.19.31.37.103.307.409.601.613.829.1973.3061.4591.5167.6427.6733.8467.20129.45289.90271.317731.5\
            28667.4613053.6297787.6597973.19724557.26481241.34288117.41540861.455983453.466344409.2194449013.1244700267\
            7.45618058027.60119016343.654652168021.360143672909416579.26837241260899651321.95566927072257854677.2859636\
            91592722767421088565601855215949.22444466626277271120628423571194332041248441.27178529325947368447341774397\
            52595496864754063162569355014287852575743906620072157673210014009
 613     0  
 614    14  2^3.3.1229.30093907237519.41907329770349.11025070531745749.814616586610803721.2297296977063162527.754407444\
            590658069665034348564831349816756299325427713589455248131953556687063.3341415372059710861715613226575470680\
            30679414706280196190247076001038668427384981.37074659898267217078436217753631017653440826340998970427295105\
            65487681100579030907337171.20506219253625688507589069781912222636532454477308241974127691321043075957304128\
            86518106372792666631
 615    27  2^2.11.31.71.181.739.1231.1741.15991.62731.248461.960139.1785961.2238236249.2908888501.9025583299.183833721\
            31.1256950067521.5079304643216687969.226073665516341068071.1788582600145862687626441.5832474690386022428273\
            180864659.9353066485119999732284835819085027408231.29126077906797054524253118878873401242767428008603378081.
            37919826875664986235304593357135782563764944103198408929158877056942771.36889944933827707671662389249326615\
            37900185376123871884990455806864172425851
 616    31  2^5.3.13.23.29.67.89.313.449.617.5281.8009.19531.12207031.40987409.234750601.527093491.20828886541.10303309\
            38209.8090594434231.74353801974761.59509429687890001.162715052426691233701.9080418348371887359375390001.499\
            70061516036179615325895945741.32055453100953226693356769870396390709614670948349354111761.91877716423752381\
            55443333072331138003837071740991219082243076620466424544955630694606254965633525064593890268344167494043515\
            43090197511003280649598585245481766216953
 617     0  
 618    24  2^3.3^2.7.31.619.3709.28429.1487527.4527469.642310267.8934148519.24193913287.330545029709161.42287958064794\
            7.1517713338849924001.59117897713198738371603984809.39546955636451768643571562540114219.4217311170252134194\
            0416989340041084225191.2085418272967581164158673946858019191907546357968893257944408109.1643460219210441261\
            27443451100580464515251340647713125993808110555013021.13448682363806491256294735861437660501489024042339180\
            5433867220946046780045282460232517771
 619     0  
 620    30  2^4.3.11.13.41.71.311.521.1303.1861.9161.11161.21701.257611.5624951.21207101.28086211607.31473312961.108674\
            992710961.625552508473588471.8124604717965111529.21783999170235219053011.102651353523520067851969.145475949\
            458129109023753501.174583335852767865379025002452121.2630523871858031528145586480948032725521.5886190798491\
            42527335897954711755903260560006852432693759900095717214289758553829465315345416733918818330453188872635064\
            288891572345985281581306456588211154937490234401
 621     0  
 622    13  2^3.3.1867.263729.27920959867.1649908341047346424876131429988519619911.508715203947869243644884276021265065\
            029502587.38695455401981313830913060474530524458380779268946879355849020686413069.1313276290045182196870684\
            0158108829466847315743095478589617724372773046827.114713522193543755768678561557464253464162638002092137016\
            08739475620813560935030594061.35590467182192656566949893729640473430674856491439658401155076725618952805618\
            2087705899895959398527121
 623     0  
 624    45  2^6.3^2.7.13^2.17.31.53.79.157.313.601.1249.1873.3121.5227.11489.38923.51169.390001.8684521.247161617.30517\
            5781.825256433.2220784177.4056854881.152587500001.537181587281.22735632934561.31308249137777.83181652304609.
            608459012088799.667929705480493.129044008326199409.319143533738738955692755921.889988147002015336570560929.
            293876827247645824001934037873.39612174255353889351610675873223022522481.2317268649609509683548504810269795\
            39392991297753573685883911947299000714515815042588252898798221281
 625    18  2^2.11.71.101.251.401.3597751.9384251.28707251.1122853751.4032808198751.767186663625251.6370434352569653812\
            51.887918028727761332501.24687045214139234043375683501.9771453398198096605505142525470046444464185486051283\
            000514452163214571683180604363207282390582217746166629064714134568410948395942501.4922411195881951112836657\
            56057331434743030972707141614884050429246752580591222713177586444737928757255007346217684172857650232511339\
            8898781026805269413123969035740001
 626    10  2^3.3.229651231.4321661135227604368687.21428622089774767159447145142284385968882142917892658511907216761741.
            90107330782710173585723984396630473536745919968792358417711960610369521.25647749974765659962672631926184098\
            7406878907501671139154250961002058052117067584753901829173116939203516210587549498020412623.304430627137091\
            90334242243749058201593887417805878041532203811928012611115136973112168571932197517796821241965544399517412\
            020954806096124635411
 627     0  
 628    18  2^4.3.13.32029.1585387.5129819.15980089.2107089779.223975620462535382927.388038314748637665126113925790477.
            8616314452100494153901371725720169.4587548699755676969742331799602074877905422766102260881.2569232394939842\
            7796804955640239809438927278129724580422940410291336507102459744229.272896322445784282210671517537179463313\
            5479952758694827622631951336401498830595178459933.681014763357288305460496582499624120777534880162142276484\
            1104068525109483948789470456241249
 629     0  
 630    59  2^3.3^3.7^2.11.19.29.31.43.61.71.127.181.211.379.421.449.521.631.829.883.1171.1741.4201.5167.7603.7621.1197\
            1.19531.23311.34651.35281.169831.280729.406729.519499.1732501.1736701.2161279.5236141.15216601.24132781.852\
            80581.297315901.1692416503.4698932281.119461537021.23792163643711.21226783250214361.60081451169922001.69850\
            912140360790741.1354224218968567573270561.17982707297185911173328698426234220871.15004898183335000193580189\
            0061854363895992901.18051252733354502181254336465894349322142690723800025632555622807896394415181
 631     0  
 632    25  2^5.3.13.313.317.41081.72997.18251687.1195838801.7897663181.10005578153.70432242073.82932824137.51146553306\
            7.10390269663517.205367807127911.58523123221688392679.344120456368919234899.37399095525167136010188229.1065\
            749744001796733896764771825305424274265052101529365248751779411263689062240801237.1712120153259070992146348\
            35049236663220566649857769329739458193731541519099960805001740232500736025909870654974256248228999356018158\
            8607110240109184546208104486383779541650572217
 633     0  
 634    13  2^3.3.34871.4084229.172992716783529233443.29048967458203698934091.3620382004977001942052983.998349008578576\
            111331868104928413077313657947.1173266048118996938584719882501239841331337879112270918586790280760729499132\
            694039331.7878431765676813323910967134542264499167807339783419771711614512653259052093848214301165415349253\
            3979880370291.244436148300101477377014970360366272095029203594901455200155685811779422018191393449081864816\
            68338112834809848691488801944243
 635    13  2^2.11.71.39371.702206150831.5598493819552929453451.1291779384590714829718240121.12318542415046443477661711\
            361.16676977654171910567446311966822846252082621.1469367938527859384960920671527807097273331945965109401885\
            9396328480215743184089660644531.573641563256342966759365348881903990673124312080987389607471175971732162978\
            08185163662117251394775571.64847503403166900346020400061691830032326792223162167046684610068459102810803478\
            81493052681082565468159987660069401
 636    28  2^4.3^2.7.13.31.107.601.5407.19081.1725469.20947933.5960555749.17154094481.28838378869.1775305720077559.271\
            45365052629449.8871726015923707071209.599659003321309822423087.436276206825076349879647249.1109485825591216\
            53141616707828218569.534366212823606171881874993300544219189772104182089.2239678151546732477719339309862512\
            328008393109037131818519.629126000698440176948173290025536367961358687591029988395118907.130659458135619299\
            5129332496634823680190670473050582865220279874180513077
 637     0  
 638    20  2^3.3.23.59.67.5281.35671.95701.5096867.12207031.533942839.28476798241.6090817323763.22125996444329.7627687\
            8979955184439531431817934729.103842769598157852780123277204006116809062929798301541558844883634526221.77607\
            5020608013853084015825517659188849614223099326890205572761126917024179170896587898321123757930178672436359.
            28437956021570193951634722713665121206620495260631357231012826303154850437294387644600782071456428003208651\
            46977260474733027034646440676313018412401129
 639     0  
 640    39  2^9.3.11.13.17.41.71.241.313.521.641.769.2593.9161.11489.17921.25601.29423041.75068993.131349761.632133361.
