Factorisations Of Cunningham/Mersenne Numbers C-(2,n) = M(n) = 2^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
            62243070276982618235553391899025005974177841614150652967038194584843406813849759422158280687571671371337185\
            220166834929387719842135047
 788    13  3.5.4729.7487.52009.1079423677.152874915601.197002597249.1348959352853811313.251951573867253012259144010843.
            51480369709170501304394118553664009.3862163385805798697201354795194661512726441364448411929.268288039979128\
            86929710867041891989490486893845712448833
 789    11  7.23671.5609685181351.13572264529177.274473195338134592222791.585608533119706764820561.74809384762679188866\
            6559.120226360536848498024035943.20389292512407050043445124186439967.383725126655170964501315730676446647.2\
            281789702931966351864875967159638003063
 790    14  3.11.31.2687.5531.12641.1415681.202029703.5435488351.16203007441.1113491139767.201487636602438195784363.386\
            8132159624916546905272573063237265865977199403213448652782202624081.154994712474231395660263635265773602524\
            5229660818980496353711669466396289933045071001
 791    10  127.1583.3391.23279.65993.1868569.7920714887.1066818132868207.254928072734537955648059675229218963426982976\
            5250993670402549042422649.308937324356797061594697382590145196236665722718202195840743447445817896778913944\
            687997002267023826460611132581755004799
 792    40  3^3.5.7.13.17.19.23.37.67.73.89.109.199.241.353.397.433.683.2113.5347.7393.20857.38737.42373.153649.235621.
            312709.599479.4327489.1761345169.2931542417.33057806959.98618273953.311712063697.8463901912489.159756072822\
            73.242099935645987.5669586229480120735856356719714111819572775485914444634179633
 793     8  4759.8191.31721.145211798447.579981948313.2305843009213693951.557462996944863661915154471811685102632550568\
            013283044249936559839102852607.3891570471445427863562428788520842064361266578676370005702316602923121739273\
            53250030896497368585866529660886217
 794    15  3.2383.6353.13499.50023.53993.202471.321571.476401.5877983.17414009.814132872808522587940886856743.12349042\
            13576000272542841146073.6597485910270326519900042655193.298770092363009756298058699233401940747410749645791\
            1519874033978814696991281878568281932889979331
 795    14  7.31.151.6361.6679.69431.13960201.20394401.540701761.29324808311.229890275929.197748738449921.3661411012473\
            5294634435619027766763481.286907046163163757424486835141888954626079914425458195174373438200921939344176261\
            145611475682317574468979232833614978133229351
 796     9  3.5.797.164504919713.76554648784441.2099073106303095025303885460879717918033130293.488416409388394117766004\
            9098586324302977543600799.1008116715344410461444141839610180239223178503751442552629.2678230073764983792569\
            93682056860433753700498963798805883563
 797     7  2006858753.54573369937.104757762864135516671.747609928190821086986322983.2102371132374697495642374798918091\
            1.2896793131110864597734842177399739433374955784567182457.1595588224457046357344143800204398382349005665658\
            548987812122020808607097989052163601
 798    23  3^2.7^2.43.127.337.571.4523.5419.32377.63841.73417.83791.174763.524287.1212847.160465489.113556903252056713\
            80495907537.106788290443848295284382097033.109801296198740392094858844294643.163537220852725398851434325720\
            959.29724614739876344125010817433703775877960388838436140673
 799     7  2351.4513.131071.13264529.2957111053582540504996549489605401.5866161189531788846345915930649437218283431469\
            4165224297.104190590523264978310163482322189737473092836799111984942423486774377257347687003315757100638046\
            3249971365390655915816314724446310463
 800    32  3.5^3.11.17.31.41.101.251.257.401.601.1601.1801.4051.8101.25601.61681.65537.268501.340801.414721.2787601.82\
            471201.3173389601.4278255361.44479210368001.3399426377632056001.4850484222084371979240001.43236320312700288\
            5506543172618401.129541188208935646963818844716591986208974410651257601
 801    12  7.73.3344977.78903841.16960539007.28753302853087.1790799748670521.138732415594618114488007.6189700196426901\
            37449562111.24124332437713924084267316537353.2326974010504075618187561564812777.234879726604064468454437845\
            60326651656336761292054169703452672484634641
 802     9  3.18885983617.856971565399.2136958965524920285681.3178641606717935496778334833.5945381008489452231698823019\
            31953.24789994689980013078275217373572023257787.1156776348417160383928286284678419338772193.474335877544380\
            4666040010704534780418840545962266329593
 803    11  23.89.439.1607.2298041.78366377.1384018681.1533745237729.9361973132609.2762339998302448893880313142073.3736\
            46600047873553174452926991040468659024943280680817241082002845336237792495447505090472644202786792563863371\
            3537193401016499086945743085700506306097297
 804    29  3^2.5.7.13.269.1609.2011.3217.9649.10453.22111.132661.192961.6324667.7327657.15152453.42875177.193707721.21\
            4473433.2559066073.71848008781.175132692529.761838257287.6713103182899.9739278030221.5915154911853267687444\
            8563.15704900959651293774270521395753.87449423397425857942678833145441
 805    16  31.47.71.127.1289.14951.122921.178481.3188767.4036961.13816619111.45076044553.2646507710984041.148086077153\
            15782481.368807221314046570921624935038049174011736160751.3314911359672062446579798104270396302588813388813\
            81693422837956185559180298159560378704962315457020551
 806    13  3.2731.6449.8191.18539.45137.576759899.715827883.2147483647.8532838289.153633897920257.33248794120931567935\
            4716083841839125427819013300080110406512328158433464286107.304926560832320703335452504042086337240072727292\
            6604181336315082400000135598108701713853477087
 807     6  7.2771239.13822297.502502761.68625988504811774259364670661552948915363901845035416371912463477873783063.923\
            05417851236773758187001276904991441004832226292982967386157974676884358296302489037698908789673402780112396\
            877168012932339190104672007306077769
 808    13  3.5.17.809.9491060093.5218735279937.7432339208719.600503817460697.341117531003194129.53425037363873248657.4\
            126631533969610752526181761.845100400152152934331135470251.588943501843708599443948572545716455743917429442\
            946085514657968934735722314417529833656361841
 809     2  4148386731260605647525186547488842396461625774241327567978137.822976161770972830930301003163428309173701632\
            99532229833256613194121847531945693468131726218044156017919698369574156451296229282804119477846608038625003\
            2973003303401916055540200393303
 810    39  3^5.7.11.19.31.73.151.163.271.331.631.811.2593.6481.9721.15121.23311.71119.87211.135433.262657.348031.53784\
            1.18837001.74967931.97685839.272010961.2437880491.448217524891.10360573664851.49971617830801.38583864264789\
            1.1969543281137041.11096527935003481.17645665556213400107370602081155737281406841
 811     4  326023.120561845344829717145833822890964664477289164454661659494292322521.231198123873086951105421954667235\
            73149999671437304578090473901521408187760986228863.15027407098633642094023724924629416240581289482791222070\
            473057361777251946987551028766864143
 812    23  3.5.29^2.43.59.113.127.233.1103.2089.136417.3033169.107367629.121793911.536903681.596834617.3692022713.9810\
            958633253.252715814615565962418688965855731.11348055580883272011090856053175361113.215974685494939586649025\
            04331670645757.28474083676894571496726280348891354240661831606009
 813     9  7.24391.2248759.36936217.15242475217.152948738791.49322756803485314471713.248927757868131890277330541567820\
            045256364273970773286542188386932989391.1345678870546682145151612035663206797572534837872820098088868421675\
            67907197836768970162992655659228685857074681
 814    17  3.23.89.223.683.1777.3257.15467.25781083.616318177.2248206137.3068001817.25330067076999169.1826375940722234\
            754636475033.42897689055449636582684640379732099.93189126452944019033888022519639331350438619.6437496478942\
            5759023795123420605218308370931223311543823123770088423
 815     9  31.150287.704161.110211473.27669118297.36230454570129675721.18088380744002765521253288507237963491546995700\
            1205875201.6309875796859222682628258124466792652955476368011894066158361980151.5281715174555340292101273861\
            06091229808271807534977151762112880888333401
 816    36  3^2.5.7.13.17^2.97.103.137.241.257.307.409.673.953.2143.2857.3061.6529.8161.11119.13669.26317.43691.131071.
            354689.383521.40932193.1326700741.1467129352609.2368179743873.2879347902817.737539985835313.373200722470799\
            764577.116244395157193581337282640791798084114394917399572436767868837818708235649281
 817     9  431.9719.524287.2099863.81278478804329.1527890378338261467896809.503836749763922905688176944079261201.79119\
            22734932819371233930194607936241219971448463.38283171832693586181141536887056118577466467816135469018416792\
            8439626823220605569739325421350440972002033
 818     7  3.4480666067023.76025626689833.176596029450915408652219208387.18791937710720575305760721588966789412396307.
            132798898521004777680398175782876221227618319985219.3881196575913244673719425770871246487895686937951690944\
            453838586764072695131586617955811936945129
 819    23  7^2.73.79.127.337.911.937.6553.8191.86113.92737.121369.649657.108749551.112901153.7830118297.23140471537.26\
            81001528674743.4093204977277417.86977595801949844993.219516331727145697249308031.21494973179303913190133458\
            460563964459380529075838941297352657742148160962406273546512257
 820    25  3.5^2.11.31.41^2.83.821.10169.13367.181549.2940521.12112549.43249589.164511353.269896441.8831418697.7017134\
            2151.61213422340181.82777720757144341.758399801407611361.3655725065508797181674078959681.764015570526610702\
            66405340180269721.2125820563389437533390243893834597846757304863651
 821     5  419273207.109840721427977.286121480219517473.25348330589061322436059499894718930577798031880081867566547223.
            41866449065688547732334670918138300495432254381696818748989283844419920572286356810694501570678523880104345\
            359476534651949605873238987445628114071
 822    17  3^2.7.823.1097.15619.7663507.2017223347.2707079449.27261904199932321.32127963626435681.105498212027592977.3\
            2032215596496435569.5439042183600204290159.647923469936355993348337.298291609560028759691116319707152042481.
            241777014709302954850239652300043393011478307432536296651
 823     4  1460915248436556406607.1534086200463688788034864584049.1431846377615727313264631817950415756338748740963857\
            5094260074593259322339364163972504114136247.174307157559447785650237693262984963712441868639221210682861181\
            1478474551656421106264966454856075177767
 824    18  3.5.17.41201.454849.667441.17325013.40151873.520379897.2550183799.415141630193.52317884766401.1425006097304\
            33.473000157711296729.8142767081771726171.3976656429941438590393.117070097457656623005977.68463083930209641\
            65241534187187578280122560160805821004078877538585253503361
 825    20  7.23.31.89.151.601.881.1801.3191.100801.201961.599479.10567201.702948566745151.9115784422509601.38202766513\
            4363932751.2048568835297380486760231.4074891477354886815033308087379995347151.41083166542472713979049228521\
            77568560929751.101249241260240615605217612230376981800142669401
 826    14  3.43.127.827.2833.37171.179951.1824726041.2006647231.3203431780337.170735974773267443.677402783347337597691\
            5021445395839.21256743751927370220630952377105576570016395501658460697868351.604393049779050397348107681346\
            2520042997083539133970912065745573049492802026928038019
 827     6  66161.1637241673.1656489332706171370072190422631.2550707823005230793212015514781257.13394595223843413901037\
            846777300844745495137348727969920754613220161097793251799.1459864713519952811147488496442036789884705876360\
            54170861652120292479900430176816158187653823
 828    36  3^3.5.7.13.19.37.47.73.109.139.277.829.1013.1657.3313.18217.30269.79903.178481.318781.853669.2796203.654285\
            7.634569679.26785337149.168749965921.2232578641663.5415624023749.10052678938039.42166482463639.703343928238\
            09.25395382141805460457.496817081109150685921.6113142872404227834840443898241613032969
 829     3  72953.89654239955972104838901500177.54733398665189807284237767516347183796289098597312524635003420321763039\
            84206722844911549948114240155340663989218944527201673946379078451750591315907982474029088514190717847483835\
            65979336687776059475368213516748629831
 830    18  3.11.31.167.499.1163.2657.116201.155377.134396921.13455809771.470933694191.3028917598961.130666175908831.57\
            912614113275649087721.32367218471375835379289471.46782247616476922972329742136208001.5092918079384669329141\
            7995382274682032538517912143288980598150164689406520921833577411
 831    10  7.1663.1121297.3772542223.502746492223.660284006953.679758314119.31133636305610209482201109050392404721.695\
            5979459776540052280934851589652278783.595057377633785708307587444206754357948030236701083043802634346754067\
            4188668607309648191584891661956885759297060111559
 832    23  3.5.17.53.157.257.641.1613.2731.8191.65537.858001.928513.4940417.6700417.308761441.11342687617.18558466369.
            23877647873.21316654212673.715668470267111297.78919881726271091143763623681.7031350638861073103228696681808\
            80900631970395041438633085656587740154733922499375339477804972453889
 833    12  127.239.20231.131071.62983048367.131105292137.4432676798593.14821647473599.23945945207098781352543561900885\
            19028761.794769178865803830796254438307018567389833.16248173432447880508878672460681334430321473.4242060036\
            3330178721105990246386975306561768489516913832364096351
 834    13  3^2.7.441187.1694689.4506937.5625767248687.7606017793609.123876132205208335762278423601.5154263952466179530\
            0074174250365699.392856131525846647191238066992041449.551151871547616119938126402169604817.9121860314802631\
            535729338714627536721870308627534265066967795115502591
 835     7  31.2349023.18144551.44596548025921.819048171793389082617855311.79638304766856507377778616296087448490695649.
            59609913969069810740791683261328885356693300992238763647073438106544346031660581890774370913059350849716157\
            244157369339819489188855956711349028008084711
 836    25  3.5.23.89.229.397.419.457.683.2113.6689.174763.524287.525313.2039731321.8857714771093.94803416684681.151234\
            8937147247.149832750683283097.3066290411598855013.3410623284654639440707.27290812893120485231161.1937385241\
            416564065603093.5346950541323960232319657.1607792018780394024095514317003
 837    12  7.73.16183.34039.262657.1437967.2147483647.833732508401263.1127316245518063.658812288653553079.203443983695\
            1867299888617.318641865037885581626619265591122555369702094712166713057063841538408680073599660789796372606\
            1288515062075095074552286604510989443433986867492469263
 838     9  3.839.5867.903780021613921.5800422716722833271214743.548560489336890960473978059.10287968884341772230096159\
            036619433593.29919490848598531825060153417921002916701815927.1402188227074851690440554289882880424479082154\
            32246815852158858072198555895717462599488300190371
 839     5  26849.138561000316919.377801626929390823.113910681722635191781067775764311.22896492725473729252775049721372\
            38600151761672073864067770224464011599288168695450988788449803491541378001369931580509046337032676307356763\
            0359469495994773510181155342534075910698453209
 840    49  3^2.5^2.7^2.11.13.17.29.31.41.43.61.71.113.127.151.211.241.281.331.337.421.1321.1429.3361.5419.14449.29191.
            61681.86171.106681.122921.127681.152041.664441.1130641.1564921.7416361.15790321.47392381.755667361.45622845\
            61.88959882481.146919792181.1041815865690181.84179842077657862011867889681.54169520413224311136354324156824\
            071681
 841     5  233.1103.2089.15839701019198785115846577757132209619279562784734684607539770282665784201.172428678640111859\
            18023430469333889140185783566750247342140051451282961866750741519535735856578830041139451212992968890862194\
            13058623429266569078368454277398861854249530041
 842     6  3.4211.614002928307599.32983076027612611.129966230372940140575912129881820281738023939108291991912184998461\
            40826287303581583005154159743906016002531.88197795916972583882981177256248322711415773266027710283071437818\
            15455970700534027206522451123308835472505327249
 843     6  7.80929.1390916281.2475486361.48009215293052652841860443273079338843737271906291675944391068955229998769420\
            319.6263224726370421123796175565744374603724781300914901118061351542800702480670626299721398958969536929753\
            58576879266688023648639640273675162065398163911
 844    14  3.5.4643.15193.9878177.95110361.5344743097.199061567251.18455044087121.60272956433838849161.224811275125751\
            75864234185190299.3593875704495823757388199894268773153439.178325724886188112393573476458482965256782477560\
            753.6920400848110359047653995057624941367485834954585997077
 845     9  31.4057.8191.4493034001.6740339310641.145295143558111.3340762283952395329506327023033.539280956610794617549\
            90292241379839311.28728270871524410368501407796716785424410315350144757601220889026126139271361445115028922\
            2934411457607080252131792042266424438261450262286271
 846    21  3^3.7.19.73.283.2351.4513.1681003.13264529.85693033.4375578271.35273039401.111349165273.165768537521.659682\
            8416459.646675035253258729.1617189999730415801728461273583.658225753007756587728541983687665580329031295066\
            01623.241158858171883059466688969410187157879210229879717221093613507
 847     8  23.89.127.727.581283643249112959.42262784685026262370553.1786393878363164227858270210279.113142799252453400\
            22039299983242350849872834068326589394288477989140515461648968594654174484536123371675043633841883006352449\
            1880812827227290596039580920461575454031931161719113
 848    17  3.5.17.107.257.1697.6361.69431.15358129.20394401.586477649.1692645313.28059810762433.1801439824104653.10920\
            513604018498900801.20946001591429012199281424246257.9933520580066386821539664096456709566709466534614101329\
            4320587365443384719802857319737050495099341955640963272958071602273
 849     9  7.9623.18679.147727.68492481833.353712117583777.29940168528270618887118001.23579543011798993222850893929565\
            870383844167873851502677311057483194673.1180760527724987440933938277330997607446702472478168408717286286262\
            591667681315716737061008644889015639927997281559028479
 850    15  3.11.31.251.601.1801.4051.43691.131071.91362251.5046718903451.9520972806333758431.26831423036065352611.4777\
            345536534924905725989065906794483551790056167373849557595739795782900601.2069237502716464794985816105550982\
            396339012259800336045348830659287429006970383760001800897298401
 851     7  47.223.178481.616318177.1530328553290391228929969.11862938913865507127049391.717380630460226230305860936849\
            19048008422471940490457684856600230317682410733757848150287871619728152614291557145104598623755467123420177\
            4006774449712687051888722024398492314919663183687169
 852    30  3^2.5.7.13.569.853.5113.17467.66457.102241.189997.228479.266677.1396429.18369973.48544121.56409643.14858794\
            9.212885833.4999465853.5585522857.40524027877.472287102421.13952598148481.20111008087273.284988197211474067\
            9.4205268574191396793.203525545766301306933226271929.2646185328486854129693169911139349
 853     5  2065711807.513740645819473.4727997228805279065233.184494501069829114778710344301482177166956462822660642042\
            05488745738888010789289.64880173492899218195449295004877605390404359085743558024433043135195436804589762528\
            3526231577834810740001303595136354980914181128313
 854    10  3.43.127.33282089.57461778571.768614336404564651.2305843009213693951.1340235308854811506044205739394787.453\
            88918821243922076531264049185505868800192485507712713181818563.35560193412972319062061768261639727517478499\
            914167548496031688280584977077562191671059223282469465959
 855    19  7.31.73.151.191.631.23311.32377.524287.1212847.93507247.420778751.30327152671.709018264240844065111.1491477\
            035689218775711.25349242986637720573561.3042645634792541312037847.158362232618940822526398920291451047671.1\
            12662327875512312448286206338953839918447853551167124756114011227377881
 856    15  3.5.17.643.857.843589.4209809.13012913.8174912477117.23528569104401.37866809061660057264219253397.841157474\
            49047881488635567801.162259276829213363391578010288127.992005069953996722026755979686303668059315249.750305\
            988172977439124935900508680523429897046359842693070433217278337
 857     4  6857.289306374721106633650693738754461144023818395644402718227527.66252047253322576640009261104469841704264\
            6671423385275908496091789616072191.731164047684537008237596546152812816410120228600334955941962075295587985\
            093631037255284581306429769292240254188593750079
 858    27  3^2.7.23.67.79.89.683.859.2003.2731.8191.20857.121369.599479.724153.22366891.6156182033.10425285443.1728620\
            4937.158822951431.15500487753323.5782172113400990737.1065107717756542892882802586807.8340357737139637289786\
            276330761.167833515549285827885461382441449.185074846248319535013227469188526344689
 859     4  7215601.13183242101527799620391251382520507315529510625017.586098987127377814340240278991106114463412125025\
            89792599097337.68944649288161833632810943270835617770120103329552464834168238946762871306128669894433648805\
            6955742457364564837248234865096219153030243215903
 860    27  3.5^2.11.31.41.173.431.1721.9719.101653.129001.370661.500177.1952201.2099863.9084611.731516431.4538991421.5\
            14851898711.1759217765581.2932031007403.260125854015641.1401345270171101.297927289744047764444862191.599046\
            08378705661377430182608711698924130721.1131832377932535124189124787988905860893840561
 861    13  7^2.127.337.5167.13367.3887047.164511353.17137716527.177722253954175633.20953001199827767009692250090006239\
            3290897233.51954390877748655744256192963206220919272895548843817842228913.500662687628019049641664275862551\
            2424067738181047826160968250705189421057250536688879283251582041
 862    12  3.863.3449.36238481.76859369.558062249.4642152737.1807447391779.37452571239931.142850312799017452169.180748\
            2391092819529831423005040763105191863029850140579776353298087457.273060934548572781361514667871587249034151\
            93508113091644798914026250805107043994199261467851009282903867
 863     5  8258911.169382737.175642891399.2928599996670622068667271681045188567041998240666598148242087562523669795539\
            013858277310234855201.8546802933890849773028644874432095273317889628623634893474050530754010044049765187461\
            3300623234192924024135752243773694455722478772486599
 864    38  3^4.5.7.13.17.19.37.73.97.109.193.241.257.433.577.673.1153.6337.38737.65537.87211.246241.262657.279073.2225\
            3377.33975937.209924353.4261383649.38941695937.278452876033.487824887233.68016300334849.138991501037953.249\
            29060818265360451708193.7311824282729722035859309520826138827918372038863677678267962656996811009
 865     7  31.730753.1505447.526769431.70084436712553223.155285743288572277679887.125827260474785219723274121094183373\
            18552573320952405275003560585017014608634508359306662701978334758951895654786324579678025469288105277141184\
            42244703933699968719579474980372595868500608837526185081
 866     7  3.2837017.22086765417396827057.737748363812546584876297.5028667832511715101284999.2707040788577343442402005\
            28055897595961633472511075822112527121.26061831321380307645468595445080366252642002266237780271042714518943\
            63041937476932557423900859378779986059264324844085017443
 867    10  7.103.2143.11119.131071.5266159.12761663.179058312604392742511009.33209349943566288053217335207909476089894\
            20068445023.10935039603457223930026068138268212812482601727481911326232229911799266958341862951077343379443\
            162529093392869819337559671165321303898435382582250258622977039
 868    22  3.5.29.43.113.127.5209.5581.8681.31249.49477.62497.384773.16233337.715827883.2147483647.6268703933840364033\
            151.378428804431424484082633.776729668507005203702993.139335546032913681584758997.1405086085901642802259342\
            33098866842745808905947.867988564747274927163124868127898657976489313137639569
 869     8  23.89.2687.202029703.361592639.1113491139767.239506881856626095535121.3673171062772834286655213802193877722\
            64027840591070005024419984520781719802901845684885333798705607088879297216247392765856073324945963141468280\
            57017496779052812081040459672546329591405967012062807529521
 870    24  3^2.7.11.31.59.151.233.331.1103.2089.4177.3033169.7060051.7553921.23476081.24578371.9857737155463.960767918\
            71613611.256582225885581001782477601.999802854724715300883845411.2679895157783862814690027494144991.1781375\
            51056208627463817592059032323866951.5118520748107713872196889605626300465168091691
 871     9  8191.15679.95860519.193707721.761838257287.12708237958354187384010097.791926693391795441127294795391450663.
            137403482726882442386895575645854007713.6266909033486349145236251830018206078737744299061051815412019896976\
            704558419841975840406610944103583171294531372305770361260097
 872    16  3.5.17.5669.598193.104124649.666184021.745988807.74323515777853.1746518852140345553.171857646012809566969.8\
            70035986098720987332873.2077756847362348863128179.35695338233523972669330604417.576694829762330794568961139\
            476826913.847676809695323228372386223737948820266344360100553839813537
 873    12  7.73.11447.132697.272959.9449353.2065304407.5434876633.7969524463.13842607235828485645766393.11707116447776\
            51877659556633665719.21698965559461003965073675349879690425070563888163817782536115817713874113945263812490\
            629925867658076950469188382253139569022738861697946929865939667767
 874    15  3.47.7867.174763.178481.524287.2796203.3198841.5579617.6203145044672921.668214452631436913.3159297581258650\
            60721.1905976815426273605733466333451.76477819765444619368130651164956718316971995659.728853407707467208421\
            993458966504139019157860437186335406130262344738292438484569798131887
 875    13  31.71.127.601.1801.39551.122921.60816001.269089806001.4710883168879506001.725688486718330087751.53534762479\
            1488552837151.571803951855500762738136706738732647527182358613236661974495715266971169040857448892507125930\
            5573647810815919209500241631788149240057412005278225084826899525751
 876    25  3^2.5.7.13.293.439.877.1753.3943.9929.1013533.2298041.371335727233.704710824913.9361973132609.6493017121822\
            09.9070197542196643.671165898617413417.1795918038741070627.4815314615204347717321.9444732965601851473921.14\
            2406868765525436670617.3278244690156222434135906137.18478609113710122023550126425157
 877     6  35081.1436527.1839699736969340949026772071177.4478527345975241075738524755872079528958635991.91383457962725\
            757106767895106859156848543968186689599951801167598113823.2655649011148598616354937309008209274114325815584\
            3194017435172895122011451981023707608930775712971770020953
 878    10  3.3740281.104110607.5612260289.78527789689.127321491658223.122551752733003055543.65632130242813789128640205\
            13717469284499.43738605422458594461749425887615137142500083312917612669874016537.87388014683364219037352552\
            0936770796845382029997855219402285283144955696825577908510162169
 879    11  7.1759.288313.142891999.4010077111.12760970401.4703954662078801.40122362455616221971122353.9403109546027095\
            1212691599.396645227028138890415611220710757921643910743103031701971222447.22058216476354148174340292661422\
            016859535838566235695959824441565750734320744258662775535748560023
 880    37  3.5^2.11^2.17.23.31.41.89.257.353.397.683.881.2113.2971.3191.47521.61681.109121.148721.201961.229153.489124\
            91.89119361.119782433.2931542417.3404676001.4278255361.43872038849.415878438361.3630105520141.1103546570808\
            1.2546717317681681.127886114126296744221796660380215073025601.3959230115153309849247403143218625469852321
 881     2  26431.60997577189447652867484774177047755069043197598481650802216931575240866899373796463017574232528827720\
            45526132436848122534512534270563464125591510337709678391077195942888776466418775215784556916367664596607972\
            03894013905167748331753651455643293131241572177344321
 882    31  3^3.7^3.19.43.73.127.337.883.3529.5419.22051.92737.126127.309583.311347.649657.748819.5828257.77158673929.4\
            363953127297.4432676798593.26032885845392093851.2741672362528725535068727.4487533753346305838985313.1996187\
            656530838599012839257.169462032913464877812492288268723.7086423574853972147970086088434689
 883     4  8831.63577.258777491057348926546569104663.44386383132654258402031702359260245897618473828656343981369649703\
            36625116064943824468761113546083156263825784303947966182826357525892517849235531304314420034235641232788141\
            85982282179829752549591088968545118781515935018648914047
 884    22  3.5.53.137.157.443.953.1327.1613.2731.8191.26317.43691.131071.1210509821.2291059412513.4714692062809.667091\
            4925963435577.1118498440898880562062959177194663477.2380142106509122200127345885819001687213.45075135754064\
            46515845401458366741487526913.2365454398418399772605086209214363458552839866247069233
 885    17  7.31.151.4721.132751.179951.184081.5794391.128818831.3812358161.27989941729.3203431780337.452824604065751.9\
            213624084535989031.2756788662198217256191.4410975230650827973711.292939227602979282480787705980526108527124\
            05023442274675016645233570497812348935888398085451640486701886767775742174681
 886     9  3.887.48731.489333371.207818990653657.2036829768181123.203369567047358792597230853956871186267775970073.766\
            506724027386556749116942627320053266817922278079798057.1232194392673463620497444252893496764687811368239560\
            05602631224069302162695430546376768705960936201429580820215522273
 887     5  16173559.139714099995626040378049.2382154297313396649423300881.19589057566104801654143607987082086171779538\
            81053051177851547528988145879.97853618193590764039357438780135486646634997963287657405740642002125552181091\
            798545181378742830703728162960049050292146447124474109917503
 888    32  3^2.5.7.13.17.149.223.241.593.1777.3109.3331.17539.92353.126097.321679.532801.854257.25781083.26295457.1844\
            81113.231769777.319020217.616318177.1398316729.4345052821.107775231312019.85337232196804809313.145303029800\
            1690873541.20988936657440586486151264256610222593863921.1167921844796930836978129504180973017018182961
 889     4  127^2.170141183460469231731687303715884105727.1504004909926131633188840257128563607541163140104723054723183\
            37819053755593207205826567760233721398479280246800799284349862373906869434488062773197658246271498604164401\
            9253711037305513830373917224858668705029882514901678735617
 890    14  3.11.31.179.2671.7121.62020897.131865932411.18584774046020617.40853155149612675915761.618970019642690137449\
            562111.1460384540571001412284141831845453026637206635511.12138796970096176678406256252393072785830852609030\
            37111.347845646370185161095967265379428963144557189176373959511073050525241
 891    17  7.23.73.89.199.1783.2593.71119.153649.262657.599479.8950393.97685839.33057806959.12430037668834128259094186\
            647.170886618823141738081830950807292771648313599433.162395453880679626976948802659318287464839269423776929\
            238860749460670217598671007563737736550442141312167882823739728942052405438289
 892    17  3.5.11597.18287.196687.1466449.2916841.6530333.95768689.219256122131.52016435676012089.6912010464887165201.
            1469495262398780123809.596242599987116128415063.5150313398606574060240971858429891941.270598198558752719185\
            2752325795076108854553.20493495920905043950407650450918171260318303154708405513
 893     7  2351.4513.524287.13264529.6705767506519.1542338292002409373550628606652924602059467660039183.86532471765209\
            72603873614103481781765125881213144968676732259825994099073683102976280236368595423924928911705077769522040\
            0793738484556498848393142002714052869755139135571737382381527767
 894    12  3^2.7.1193.650833.38369587.19687929049.86656268566282183151.8235109336690846723986161.798455957350425985635\
            9124657.8622186599991634321861907987522778823799744005651006554580680854177065460635939.7275128486908878879\
            5301631728906362894695299875729701287430721838248329952225963533888951
 895    10  31.359.1433.21481.6917353530526492681.78961972629651529859281.380175443574763153088777745842279962515778711.
            1489459109360039866456940197095433721664951999121.1696067654151459074824290253436397570222341162468471.1469\
            858445003146449098764792932819841831626969291017637154102921731006991
 896    24  3.5.17.29.43.113.127.257.449.641.2689.5153.65537.274177.1489153.6700417.15790321.183076097.54410972897.6728\
            0421310721.358429848460993.167773885276849215533569.37414057161322375957408148834323969.2645934044144186608\
            7731114978932791810378456514228699635808330483947834929412856490368283423658331445600601857
 897    14  7.47.79.599.8191.121369.178481.9341359.14718679249.10052678938039.13444476836590589479.51441563151591093599.
            260242449712509916159.1537526783273536776150319235903170205959819485321159180650397325688028293946582263261\
            957598097436550149727758914860073386697409601201694581574168811926672318471
 898    10  3.194867.1256303.4332851.6871197486841.3578620616468306981503.179293953141823358107657.52638573376805118944\
            1947168504909159.89396693392545895668303801721053258296972567022618106513441.320087785476020176518968624017\
            8650665787305384308641898388890911033891323416400473331390370691357659
 899     9  233.1103.2089.460289.2147483647.110521633444549751.796968797719178740820037379973406834314737633.8108424985\
            322948112652050655268837686882616590590466226649600910045900760018177829156763489.1115091871841581336980761\
            5536191314163147736142782825658372748219968216409029220386076329433977
 900    50  3^3.5^3.7.11.13.19.31.37.41.61.73.101.109.151.181.251.331.601.631.1201.1321.1801.4051.8101.23311.54001.6390\
            1.100801.115201.268501.617401.695701.10567201.13334701.18837001.29247661.1182468601.1348206751.4714696801.1\
            133836730401.307116398490301.413150254353901.6269989892198401.13861369826299351.3192261504216112476901.2819\
            41472953710177758647201
 901     7  6361.69431.131071.20394401.114684958103.5033986097724889062887.24803401197938095344729488923720776958854445\
            91000711260511646973710519607359478867312610081786237089615479034181375712353116617741981871635102495487180\
            7993435500119544509526067790850037489065927577128429431630440416831
 902    17  3.23.83.89.683.13367.18041.20747.216481.21737299.164511353.8831418697.2168435713049.9718704501529.538939720\
            215834697.63146810207339718162566404988206179064461273050603002917638397126970137660970487.3958859429037736\
